Suppl. Table 4. Mouse circRNA summary
chr,start,end,strand: coordinates in mm10 annotation
Annotation: NTO: intergenic; CTO: complete transcript overlap; AS: antisense; ITO: incomplete transcript overlap; ncRNA: non-coding RNA; INTRONIC: intronic; CDS,5UTR,3UTR: overlaps coding sequence, 5'UTR or 3'UTR; ANNOTATED: splice sites are annotated; ALT_DONOR, ALT_ACCEPTOR: not annotated splice donor or acceptor site
nExons: number of exons
length: predicted length
rawCounts: raw counts of backsplice-spanning reads in all samples in the same order as the preceding column names
allSHAM,allTAC: detected in all SHAM_mock or all TAC_mock with >=3 reads
rnoCircIndex, hsaCircIndex: index of rat,human homolog, if found
Normalized sample counts are given as backsplice-spanning reads per million uniquely aligned unspliced reads (RPM)


chr	start	end	strand	index	GeneSymbol	Annotation	nExons	length	transcripts	SHAM1_mock	SHAM2_mock	SHAM3_mock	TAC1_mock	TAC2_mock	SHAM1_RNaseR	SHAM2_RNaseR	SHAM3_RNaseR	TAC1_RNaseR	TAC2_RNaseR	rawCounts	allSHAM	allTAC	log2AvgRNaseEnrichment	rnoCircIndex	hsaCircIndex
chr1	13221307	13286025	-	mmuCirc_000043	Ncoa2	CTO:ANNOTATED:CDS:5UTR	3	335	NM_001077695:NM_008678	0.0899572532128458	0.0853335488745	0	0.153835305498745	0.127587434438513	1.24454223198496	0.49787428182367	0.923501459742477	1.98887937983559	0.688135441111304	5;5;0;8;7;38;17;28;50;24	0	1	3.43484872706969	rnoCirc_009280	
chr1	13571803	13576452	-	mmuCirc_000044	Tram1	CTO:ANNOTATED:CDS	3	261	NM_028173	0	0	0	0	0	0.0655022227360508	0.0585734449204318	0.131928779963211	0.23866552558027	0.0286723100463043	0;0;0;0;0;2;2;4;6;1	0	0	2.39428883024217		
chr1	13638231	13650884	-	mmuCirc_000045	Lactb2	CTO:ANNOTATED:CDS	3	470	NM_145381	0	0.0170667097749	0.0185119210755352	0.0384588263746862	0.0729071053934362	0.262008890944203	0.0585734449204318	0.461750729871238	0.437553463563829	0.143361550231522	0;1;1;2;4;8;2;14;11;5	0	0	2.46583030613974		
chr1	14229493	14253102	-	mmuCirc_000046	Eya1	CTO:ANNOTATED:CDS	4	494	NM_001252192:NM_010164	0	0.0170667097749	0	0	0	0	0.0292867224602159	0.0989465849724082	0.0795551751934235	0.0573446200926087	0;1;0;0;0;0;1;3;2;2	0	0	1.81252854770137	rnoCirc_009278	hsaCirc_015109
chr1	16389821	16394210	-	mmuCirc_000047	Stau2	CTO:ANNOTATED:CDS	3	481	NM_001111272:NM_025303	0.0179914506425692	0.0170667097749	0	0.0384588263746862	0.018226776348359	0.131004445472102	0.0878601673806477	0.164910974954014	0.278443113176982	0.0573446200926087	1;1;0;2;1;4;3;5;7;2	0	0	2.02185001458068		
chr1	16389821	16463194	-	mmuCirc_000048	Stau2	CTO:ANNOTATED:CDS	5	777	NM_001111272:NM_025303	0	0	0	0.0192294131873431	0	0.0655022227360508	0	0.131928779963211	0.0397775875967117	0.0573446200926087	0;0;0;1;0;2;0;4;1;2	0	0	1.89506376809717		
chr1	16389821	16486150	-	mmuCirc_000049	Stau2	CTO:ANNOTATED:CDS:5UTR	6	908	NM_001111272:NM_025303	0	0	0.0185119210755352	0	0	0.0982533341040761	0	0	0.198887937983559	0.0573446200926087	0;0;1;0;0;3;0;0;5;2	0	0	1.7554813400516		
chr1	16440323	16463194	-	mmuCirc_000050	Stau2	CTO:ANNOTATED:CDS	2	296	NM_001111272:NM_025303	0	0	0.0185119210755352	0	0.0364535526967181	0.0982533341040761	0.0292867224602159	0.0659643899816055	0.23866552558027	0.0573446200926087	0;0;1;0;2;3;1;2;6;2	0	0	1.83413890449215		hsaCirc_015121
chr1	16440323	16486150	-	mmuCirc_000051	Stau2	CTO:ANNOTATED:CDS:5UTR	3	427	NM_001111272:NM_025303	0.0179914506425692	0.0512001293247	0.0740476843021408	0	0.0364535526967181	0.458515559152355	0.205007057221511	0.560697314843647	0.715996576740811	0.372740030601957	1;3;4;0;2;14;7;17;18;13	0	0	3.18824503541863		hsaCirc_015122
chr1	16440323	16509408	-	mmuCirc_000052	Stau2	CTO:ANNOTATED:CDS:5UTR	4	494	NM_001111272:NM_025303	0.0899572532128458	0.0682668390996	0.0370238421510704	0.153835305498745	0.0729071053934362	1.34279556608904	0.351440669522591	1.64910974954014	2.06843455502901	0.831496991342826	5;4;2;8;4;41;12;50;52;29	0	1	3.47177641792177	rnoCirc_009271	
chr1	16463035	16509408	-	mmuCirc_000053	Stau2	CTO:ANNOTATED:CDS:5UTR	3	358	NM_001111272:NM_025303	0.0719658025702766	0	0	0.115376479124059	0.0364535526967181	0.229257779576178	0.175720334761295	0.197893169944816	0.278443113176982	0.114689240185217	4;0;0;6;2;7;6;6;7;4	0	0	2.11394342772751		hsaCirc_015124
chr1	16486020	16509408	-	mmuCirc_000054	Stau2	CTO:ANNOTATED:CDS:5UTR	2	198	NM_001111272:NM_025303	0	0	0	0	0	0	0	0.131928779963211	0	0.0286723100463043	0;0;0;0;0;0;0;4;0;1	0	0	2.10421226475737		
chr1	16581927	16585431	-	mmuCirc_000055	Ube2w	CTO:ANNOTATED:CDS	2	232	NM_001271016:NM_001271017:NM_025773:NR_073122	0	0.0170667097749	0.0185119210755352	0.0576882395620293	0.0546803290450771	0	0.117146889840864	0.164910974954014	0.278443113176982	0	0;1;1;3;3;0;4;5;7;0	0	1	1.04798483837881		
chr1	16581927	16602353	-	mmuCirc_000056	Ube2w	CTO:ANNOTATED:CDS	4	427	NM_001271016:NM_001271017:NM_025773:NR_073122	0	0	0	0	0	0	0.117146889840864	0	0.318220700773694	0	0;0;0;0;0;0;4;0;8;0	0	0	3.42877152900037		
chr1	23866217	23877794	-	mmuCirc_000057	Smap1	CTO:ncRNA	3	243	NR_110972:NM_001290683:NM_028534	0	0	0	0	0	0	0	0	0	0.114689240185217	0;0;0;0;0;0;0;0;0;4	0	0	2.75156269883195		hsaCirc_013326
chr1	24021854	24024873	-	mmuCirc_000058	Fam135a	CTO:ANNOTATED:CDS	3	342	NM_026604	0	0	0	0	0	0.0327511113680254	0	0.0989465849724082	0.0397775875967117	0.0573446200926087	0;0;0;0;0;1;0;3;1;2	0	0	1.87558726418083		
chr1	24044114	24086611	-	mmuCirc_000059	Fam135a	CTO:ANNOTATED:CDS:5UTR	10	1160	NM_026604	0	0	0.0185119210755352	0	0	0.0982533341040761	0	0.0659643899816055	0.0397775875967117	0.0286723100463043	0;0;1;0;0;3;0;2;1;1	0	0	1.64623723722167	rnoCirc_012336	hsaCirc_013318
chr1	24067899	24086611	-	mmuCirc_000060	Fam135a	CTO:ANNOTATED:CDS:5UTR	3	288	NM_026604	0	0	0.0185119210755352	0.0192294131873431	0.0364535526967181	0.393013336416305	0.117146889840864	0.263857559926422	0.357998288370406	0.143361550231522	0;0;1;1;2;12;4;8;9;5	0	0	2.9657721713687	rnoCirc_012337	hsaCirc_013317
chr1	24085411	24086611	-	mmuCirc_000061	Fam135a	CTO:ANNOTATED:CDS:5UTR	2	208	NM_026604	0.0359829012851383	0.0170667097749	0.0740476843021408	0	0.018226776348359	0.524017781888406	0.820028228886045	1.05543023970569	0.715996576740811	0.315395410509348	2;1;4;0;1;16;28;32;18;11	0	0	3.92660997098621	rnoCirc_012338	
chr1	24685397	24693001	+	mmuCirc_000062	Lmbrd1	CTO:ANNOTATED:CDS	2	238	NM_026719	0	0	0	0	0	0.0655022227360508	0.0585734449204318	0.0659643899816055	0.23866552558027	0.0286723100463043	0;0;0;0;0;2;2;2;6;1	0	0	2.22997200587425		
chr1	24704821	24714982	+	mmuCirc_000063	Lmbrd1	CTO:ANNOTATED:CDS	4	329	NM_026719	0.0179914506425692	0	0	0	0	0	0	0.0989465849724082	0.159110350386847	0	1;0;0;0;0;0;0;3;4;0	0	0	1.60311465043349		
chr1	24711512	24731899	+	mmuCirc_000064	Lmbrd1	CTO:ANNOTATED:CDS	4	442	NM_026719	0.0179914506425692	0.0170667097749	0	0	0	0.163755556840127	0.0878601673806477	0.131928779963211	0.23866552558027	0.086016930138913	1;1;0;0;0;5;3;4;6;3	0	0	2.56791386304843	rnoCirc_012340	
chr1	24728546	24731899	+	mmuCirc_000065	Lmbrd1	CTO:ANNOTATED:CDS	2	279	NM_026719	0	0.0170667097749	0	0.0192294131873431	0	0.131004445472102	0	0.0329821949908028	0	0	0;1;0;1;0;4;0;1;0;0	0	0	0.614991729018934		hsaCirc_013313
chr1	24728546	24748878	+	mmuCirc_000066	Lmbrd1	CTO:ANNOTATED:CDS	7	781	NM_026719	0	0	0	0	0.018226776348359	0.0655022227360508	0.0585734449204318	0.0329821949908028	0.198887937983559	0	0;0;0;0;1;2;2;1;5;0	0	0	1.59860967217573		
chr1	30810683	30811967	-	mmuCirc_000067	Phf3	CTO:ANNOTATED:CDS	2	344	NM_001081080	0	0	0.0185119210755352	0	0.018226776348359	0.131004445472102	0.0585734449204318	0.131928779963211	0.119332762790135	0.114689240185217	0;0;1;0;1;4;2;4;3;4	0	0	2.29760418134479		
chr1	30837105	30863255	-	mmuCirc_000068	Phf3	CTO:ALT_ACCEPTOR:CDS:5UTR	2	431	NM_001081080	0.0179914506425692	0	0.0185119210755352	0.0961470659367156	0.018226776348359	0.196506668208152	0.117146889840864	0.0989465849724082	0.198887937983559	0.114689240185217	1;0;1;5;1;6;4;3;5;4	0	0	1.92929410250004	rnoCirc_012346	
chr1	33480458	33514217	-	mmuCirc_000069	Prim2	CTO:ANNOTATED:CDS	4	469	NM_008922	0	0	0	0.0192294131873431	0	0	0.0878601673806477	0	0.0397775875967117	0	0;0;0;1;0;0;3;0;1;0	0	0	1.51937959697899		
chr1	33484682	33533363	-	mmuCirc_000070	Prim2	CTO:ANNOTATED:CDS	4	454	NM_008922	0	0.0170667097749	0	0.0192294131873431	0	0	0.0292867224602159	0.0329821949908028	0	0.086016930138913	0;1;0;1;0;0;1;1;0;3	0	0	0.812717402713672		
chr1	33512016	33514217	-	mmuCirc_000071	Prim2	CTO:ANNOTATED:CDS	2	259	NM_008922	0.0179914506425692	0	0	0	0.018226776348359	0.0655022227360508	0.0292867224602159	0.197893169944816	0.318220700773694	0.229378480370435	1;0;0;0;1;2;1;6;8;8	0	0	2.54052196506084	rnoCirc_012367	
chr1	33512016	33533363	-	mmuCirc_000072	Prim2	CTO:ANNOTATED:CDS	3	327	NM_008922	0.0359829012851383	0	0.0185119210755352	0	0	0	0.0585734449204318	0.0659643899816055	0.198887937983559	0.0286723100463043	2;0;1;0;0;0;2;2;5;1	0	0	1.27654228529603		hsaCirc_013299
chr1	33628395	33630433	-	mmuCirc_000073	Prim2	CTO:ANNOTATED:CDS	2	234	NM_008922	0.0359829012851383	0.0341334195498	0.0185119210755352	0.0769176527493725	0.018226776348359	0.491266670520381	0.117146889840864	0.36280414489883	0.835329339530947	0.258050790416739	2;2;1;4;1;15;4;11;21;9	0	0	2.76994387981949	rnoCirc_012366	
chr1	33721608	33725019	+	mmuCirc_000074	Rab23	CTO:ANNOTATED:CDS:5UTR	3	398	NM_008999:NM_001159729	0	0	0.0185119210755352	0	0.018226776348359	0.0982533341040761	0.0292867224602159	0.164910974954014	0.0795551751934235	0.086016930138913	0;0;1;0;1;3;1;5;2;3	0	0	1.98311947942045	rnoCirc_012364	
chr1	33779044	33783964	-	mmuCirc_000075	Zfp451	CTO:ANNOTATED:CDS:5UTR	5	692	NM_001290699:NM_133817	0	0	0	0	0	0.0655022227360508	0	0.230875364935619	0.0397775875967117	0.0573446200926087	0;0;0;0;0;2;0;7;1;2	0	0	2.31894161282215		
chr1	33783041	33783964	-	mmuCirc_000076	Zfp451	CTO:ANNOTATED:CDS:5UTR	2	263	NM_001290699:NM_133817	0	0.0170667097749	0	0	0	0.0327511113680254	0.0878601673806477	0.0659643899816055	0.198887937983559	0	0;1;0;0;0;1;3;2;5;0	0	0	2.12400685290756		
chr1	33783041	33786532	-	mmuCirc_000077	Zfp451	CTO:ANNOTATED:CDS:5UTR	3	389	NM_001290699:NM_133817	0.0179914506425692	0	0	0.0576882395620293	0	0.0655022227360508	0.263580502141943	0.230875364935619	0.477331051160541	0.143361550231522	1;0;0;3;0;2;9;7;12;5	0	0	2.8706614816394		
chr1	34086242	34117524	+	mmuCirc_000078	Dst	CTO:ANNOTATED:CDS	4	323	NM_001276764:NM_133833:NM_134448	0	0	0.0555357632266056	0.0192294131873431	0	0.0655022227360508	0.0878601673806477	0.131928779963211	0.119332762790135	0.0286723100463043	0;0;3;1;0;2;3;4;3;1	0	0	1.72936874707231	rnoCirc_012357	hsaCirc_013290
chr1	34086242	34135256	+	mmuCirc_000079	Dst	CTO:ANNOTATED:CDS	5	490	NM_001276764:NM_133833:NM_134448	0	0	0	0	0.0364535526967181	0.0982533341040761	0.0878601673806477	0.0329821949908028	0.0397775875967117	0.0286723100463043	0;0;0;0;2;3;3;1;1;1	0	0	1.55320967841259	rnoCirc_012355	
chr1	34113933	34117524	+	mmuCirc_000080	Dst	CTO:ANNOTATED:CDS	3	261	NM_001276764:NM_133833:NM_134448	0	0	0.0185119210755352	0	0	0.0327511113680254	0	0.0659643899816055	0.278443113176982	0.0286723100463043	0;0;1;0;0;1;0;2;7;1	0	0	1.93503021601376	rnoCirc_012356	hsaCirc_013289
chr1	34223804	34229246	+	mmuCirc_000081	Dst	CTO:ANNOTATED:CDS	3	2168	NM_001276764:NM_133833:NM_134448	0	0	0	0.0769176527493725	0	0.0655022227360508	0.0878601673806477	0.0659643899816055	0.397775875967117	0.143361550231522	0;0;0;4;0;2;3;2;10;5	0	0	2.3537371464511		
chr1	34299721	34301932	+	mmuCirc_000082	Dst	CTO:ANNOTATED:CDS	2	190	NM_001276764:NM_133833:NM_134448	0	0	0	0.0192294131873431	0.0364535526967181	0.262008890944203	0.234293779681727	0.494732924862041	0.437553463563829	0.20070617032413	0;0;0;1;2;8;8;15;11;7	0	0	3.536553704657	rnoCirc_012349	
